amount,location,device,time,is_fraud
11.23,Mumbai,Mobile,18,0
21.0,Tokyo,Mobile,5,0
30.75,Singapore,Tablet,14,0
22.83,New York,Mobile,13,0
73.92,Lagos,Mobile,5,0
264.52,Moscow,POS,16,1
362.72,Dubai,Tablet,11,0
116.13,New York,Mobile,15,0
703.03,Tokyo,ATM,0,1
45.06,Tokyo,ATM,2,0
11.07,Sydney,ATM,17,0
212.41,Sydney,Desktop,23,1
8.82,Singapore,Mobile,2,0
29.06,Dubai,Mobile,0,0
118.17,Sydney,ATM,6,0
,Dubai,ATM,1,1
54.05,Tokyo,POS,5,0
18.19,,Desktop,16,0
65.9,Sydney,Desktop,18,0
201.15,New York,Tablet,15,0
68.17,Sao Paulo,Mobile,9,0
26.76,Tokyo,Desktop,3,0
16.91,London,Tablet,12,0
27.37,Sao Paulo,POS,23,0
102.67,London,Desktop,5,0
97.32,Sydney,POS,13,0
27.64,Sydney,Mobile,8,0
5.86,New York,Mobile,8,0
,Lagos,Mobile,12,1
24.84,Singapore,Mobile,4,0
142.3,Tokyo,Mobile,4,0
29.03,Singapore,Desktop,0,0
22.5,Sao Paulo,Desktop,16,0
78.92,London,Desktop,21,0
892.0,Mumbai,Desktop,10,0
152.01,Sydney,POS,14,0
77.47,Singapore,Mobile,23,0
98.96,Sao Paulo,Desktop,18,0
9.72,Sydney,Mobile,5,0
19.4,Sydney,Mobile,18,0
4.21,New York,Tablet,9,0
447.14,Mumbai,ATM,23,1
357.85,Sao Paulo,Mobile,22,0
102.73,Sydney,Desktop,0,1
77.37,Sydney,Mobile,21,0
12.1,Sao Paulo,Mobile,5,0
52.39,London,ATM,11,0
478.97,Sao Paulo,Desktop,17,0
,Mumbai,Tablet,2,0
35.83,Tokyo,ATM,0,0
9.64,Lagos,Desktop,9,0
304.4,,Mobile,13,0
61.74,Tokyo,Tablet,14,0
9.66,Sydney,POS,22,0
24.13,Lagos,Desktop,6,0
16.36,Tokyo,Tablet,17,0
57.69,New York,Desktop,4,1
83.77,Mumbai,Mobile,10,0
38.34,London,Tablet,12,0
156.77,Mumbai,Mobile,10,0
72.72,Singapore,Mobile,4,1
214.55,Dubai,Desktop,4,0
45.02,Singapore,Tablet,20,0
,Lagos,ATM,22,1
35.84,Mumbai,Tablet,1,1
24.69,Singapore,POS,5,0
21.56,Tokyo,Mobile,23,0
52.88,Lagos,Desktop,2,0
10.06,New York,Mobile,12,0
92.21,Singapore,Desktop,6,0
8.2,Tokyo,Tablet,23,0
79.67,London,Mobile,17,0
15.08,Sydney,ATM,18,0
43.84,Mumbai,Desktop,1,0
129.67,Moscow,Tablet,3,1
840.87,Dubai,Desktop,19,0
20.37,Moscow,POS,5,0
56.52,Sao Paulo,Desktop,10,0
30.08,London,Mobile,2,0
25.61,Singapore,ATM,0,0
30.37,Lagos,Tablet,17,0
165.09,Mumbai,Desktop,4,0
38.98,Singapore,Tablet,4,0
791.75,Tokyo,Mobile,20,0
105.38,Mumbai,POS,17,0
21.95,London,Desktop,5,0
44.55,Lagos,POS,20,0
27.6,New York,Mobile,23,0
160.79,New York,POS,9,0
10.99,Tokyo,ATM,10,0
15.26,Mumbai,ATM,15,0
34.79,London,POS,3,0
141.35,Moscow,Tablet,21,0
258.88,Dubai,Desktop,3,0
304.48,Dubai,Mobile,18,0
119.44,Dubai,Desktop,13,0
60.87,London,Desktop,3,0
159.83,Tokyo,Mobile,10,0
18.94,New York,Tablet,7,0
8.77,Dubai,Mobile,22,0
107.8,Mumbai,Desktop,12,0
22.06,Moscow,Desktop,8,0
62.06,Lagos,ATM,6,1
76.07,Singapore,Mobile,3,0
87.61,Lagos,Mobile,12,0
187.09,Mumbai,Desktop,12,0
166.55,London,Desktop,22,0
82.64,Sydney,Mobile,15,0
41.01,Moscow,Tablet,10,0
75.08,Moscow,ATM,8,1
34.61,Sydney,POS,6,0
53.73,Sydney,Mobile,15,0
1187.96,Lagos,Mobile,3,1
81.48,Sao Paulo,Desktop,0,0
109.43,Lagos,Tablet,21,0
30.69,Mumbai,ATM,0,0
204.81,Moscow,Mobile,5,0
153.9,Sydney,Desktop,13,0
155.1,Tokyo,ATM,4,0
84.47,Lagos,Mobile,16,0
208.01,Sydney,ATM,13,1
270.12,London,Desktop,1,0
91.05,New York,Tablet,11,0
58.79,Dubai,Desktop,19,0
178.4,Mumbai,POS,9,0
24.67,Sydney,ATM,16,0
30.27,London,Mobile,13,0
62.89,Lagos,POS,11,1
9.82,Sao Paulo,Mobile,13,0
165.73,London,Mobile,11,0
23.12,,Desktop,1,0
39.7,Lagos,Tablet,10,0
52.74,Sydney,Desktop,9,0
69.63,New York,Mobile,18,0
45.69,New York,Mobile,17,0
61.92,Sydney,Mobile,13,0
62.45,Moscow,Mobile,9,0
40.78,Sao Paulo,Mobile,15,0
28.49,Mumbai,POS,23,0
219.12,Singapore,Mobile,20,0
6.59,Dubai,ATM,5,0
53.18,Mumbai,Mobile,6,0
39.81,Dubai,Desktop,11,0
105.71,Sydney,Mobile,15,0
13.47,Sao Paulo,Mobile,16,0
38.48,Tokyo,Tablet,18,0
,Dubai,Mobile,13,0
216.39,Sao Paulo,Mobile,19,0
96.1,Dubai,Desktop,0,0
18.14,Moscow,POS,5,0
39.01,Sao Paulo,Desktop,12,0
176.74,Tokyo,Mobile,12,0
17.8,Sydney,Mobile,23,0
61.16,London,Desktop,15,0
66.02,Sao Paulo,ATM,9,0
43.63,Sao Paulo,Mobile,14,0
1293.78,Sao Paulo,Mobile,2,1
42.35,New York,Desktop,9,0
109.37,Dubai,ATM,0,0
28.7,Sydney,Mobile,3,0
119.17,Sydney,POS,9,0
173.79,Mumbai,POS,0,1
34.93,Dubai,Mobile,4,0
62.79,Tokyo,POS,21,0
24.91,Sydney,Desktop,20,0
18.94,Singapore,Mobile,13,0
208.61,Tokyo,Mobile,22,0
36.26,Tokyo,Mobile,0,0
4.69,,Mobile,22,0
464.93,New York,POS,11,0
27.6,New York,Tablet,8,0
50.86,London,POS,18,0
405.45,Sao Paulo,Desktop,10,0
57.06,Singapore,Desktop,14,0
55.72,Moscow,Mobile,7,0
17.27,New York,POS,12,0
11.04,Moscow,Mobile,3,0
55.53,Sao Paulo,Mobile,5,0
99.39,Sydney,Tablet,13,0
93.32,Singapore,POS,22,0
39.28,Lagos,Mobile,4,0
68.19,Dubai,Tablet,13,0
8.84,Singapore,Mobile,1,0
110.63,Moscow,POS,12,1
79.64,Lagos,POS,20,0
584.66,Tokyo,POS,8,0
67.24,New York,Mobile,19,0
23.64,Mumbai,Desktop,9,0
63.07,Lagos,Mobile,22,0
46.5,Lagos,Desktop,15,0
107.57,Sydney,ATM,7,0
68.69,Moscow,Mobile,6,0
16.68,New York,Desktop,20,0
11.03,Dubai,Mobile,11,0
89.05,Tokyo,Desktop,9,0
305.34,Tokyo,Desktop,14,0
72.77,Tokyo,Desktop,1,0
,Dubai,Tablet,4,0
203.18,London,ATM,10,0
89.43,Mumbai,POS,6,1
27.22,Tokyo,ATM,13,0
82.67,Singapore,Mobile,8,0
251.58,Sao Paulo,ATM,10,0
119.45,New York,Mobile,18,0
151.88,Dubai,Mobile,18,0
40.09,Sydney,Desktop,7,0
53.38,Mumbai,Mobile,8,0
58.52,New York,POS,15,0
63.02,Mumbai,Mobile,22,0
240.99,New York,Desktop,13,0
5.04,Moscow,Mobile,1,0
68.96,London,Mobile,14,0
61.1,Mumbai,ATM,17,0
14.75,Lagos,Desktop,22,0
139.62,Singapore,Mobile,22,0
30.06,Moscow,POS,16,0
45.03,Sydney,ATM,13,0
509.62,Sydney,Desktop,4,0
202.55,Sao Paulo,Mobile,21,0
125.45,Sydney,ATM,11,0
101.38,Sao Paulo,Desktop,16,0
55.64,New York,Mobile,17,0
601.43,Sydney,Mobile,0,0
161.16,Lagos,Mobile,8,0
29.24,New York,ATM,16,0
14.29,Moscow,ATM,11,0
124.4,Mumbai,Desktop,15,0
62.71,Lagos,Tablet,13,0
13.85,Moscow,POS,0,0
106.85,New York,Desktop,7,0
49.6,Dubai,Tablet,9,0
119.55,New York,ATM,9,1
108.41,London,Mobile,0,0
34.16,Mumbai,Mobile,0,0
133.77,Sao Paulo,POS,7,0
38.56,Dubai,Tablet,20,0
41.42,New York,Mobile,23,0
,Sao Paulo,Mobile,20,0
231.38,Lagos,Tablet,22,0
48.98,London,Desktop,22,0
301.78,Lagos,ATM,16,0
474.3,Mumbai,POS,2,1
29.59,Moscow,Desktop,8,0
2.68,Sydney,Tablet,17,0
210.39,Singapore,Tablet,9,0
45.78,Sao Paulo,Mobile,6,0
25.72,New York,Desktop,0,0
34.9,,Desktop,8,0
42.25,Tokyo,ATM,8,0
277.8,New York,ATM,19,0
79.51,Sydney,Mobile,18,0
273.68,New York,POS,2,0
114.85,Dubai,Tablet,12,1
47.46,London,Mobile,21,0
43.41,New York,Desktop,11,0
123.69,Singapore,ATM,22,0
164.43,Lagos,Desktop,2,0
199.63,Sao Paulo,Tablet,7,0
50.01,Singapore,Desktop,22,0
80.86,Dubai,Desktop,17,0
126.78,London,Desktop,6,0
43.71,Sao Paulo,Desktop,21,0
19.14,London,ATM,9,0
27.47,Tokyo,Desktop,19,0
51.16,London,Mobile,7,0
138.16,Moscow,Desktop,8,0
266.37,Singapore,POS,7,0
15.0,Sydney,Desktop,8,0
34.57,Mumbai,POS,14,0
44.99,,Mobile,19,0
159.84,Tokyo,Desktop,15,0
37.3,Dubai,ATM,0,0
,Dubai,Desktop,14,0
14.11,Singapore,Tablet,10,0
113.49,Dubai,Tablet,1,0
55.84,Dubai,POS,7,0
32.48,London,Desktop,23,0
50.13,Singapore,Tablet,8,0
230.37,Tokyo,Desktop,17,0
22.08,Sydney,Desktop,4,0
26.42,New York,Desktop,21,0
264.4,Sao Paulo,Desktop,19,0
72.48,Mumbai,Mobile,3,0
139.31,Moscow,POS,16,0
103.74,,Desktop,22,0
64.14,Tokyo,Mobile,21,0
45.46,Sao Paulo,Mobile,17,0
166.45,Tokyo,Tablet,17,0
239.5,Tokyo,Desktop,12,0
219.78,Moscow,POS,3,0
18.1,Dubai,Desktop,0,0
280.17,Singapore,POS,7,0
44.98,Singapore,Mobile,6,0
,Singapore,Tablet,21,0
55.35,Mumbai,Desktop,20,0
166.37,Singapore,Mobile,7,0
120.85,Lagos,ATM,9,1
50.35,Mumbai,ATM,17,0
167.58,Singapore,Mobile,16,0
77.78,Sao Paulo,Mobile,21,0
35.51,Singapore,ATM,17,0
30.6,London,Mobile,16,0
104.72,New York,ATM,18,0
60.9,Sao Paulo,Mobile,21,0
14.69,Sydney,Desktop,9,0
169.33,Moscow,Mobile,6,0
39.32,New York,Desktop,21,0
384.26,Lagos,Mobile,3,1
14.25,Mumbai,Desktop,7,0
54.66,Singapore,ATM,3,1
30.88,,Mobile,20,0
22.81,Tokyo,Tablet,22,0
39.04,Sao Paulo,Mobile,10,0
467.61,Lagos,Tablet,2,0
78.08,Lagos,Mobile,5,1
27.91,Sydney,Tablet,13,0
8.92,Moscow,POS,8,0
10.04,Lagos,ATM,18,0
36.96,New York,ATM,19,0
33.21,Sydney,Mobile,10,0
52.12,Tokyo,Mobile,14,0
5.48,Singapore,Mobile,1,0
60.29,Mumbai,POS,3,1
206.54,Sydney,Mobile,8,0
397.47,Sydney,POS,2,0
8.3,Dubai,ATM,0,0
27.62,Mumbai,Mobile,16,0
26.06,Sao Paulo,Mobile,0,0
78.28,Moscow,Desktop,5,0
17.43,Sydney,Desktop,17,0
424.32,Lagos,Desktop,5,0
69.96,Lagos,Mobile,5,0
58.24,London,ATM,17,0
384.52,Moscow,Tablet,0,0
65.52,Singapore,Mobile,7,0
103.58,Mumbai,Mobile,12,0
29.2,Sao Paulo,POS,1,1
14.77,Singapore,Mobile,15,0
34.08,Mumbai,ATM,10,0
739.28,Sydney,Desktop,7,0
133.8,Sydney,ATM,13,0
90.2,Dubai,POS,0,1
22.78,Mumbai,ATM,14,0
181.7,London,POS,11,0
14.98,Moscow,Desktop,1,0
11.9,Moscow,Mobile,18,0
36.06,Moscow,POS,10,1
572.46,Sao Paulo,Desktop,1,1
537.91,Dubai,Desktop,8,0
40.59,Moscow,Desktop,17,0
31.77,Moscow,Mobile,10,0
10.97,Sao Paulo,Desktop,9,0
72.66,Sao Paulo,Mobile,1,0
79.7,New York,Desktop,1,0
158.94,Moscow,Desktop,7,0
181.59,Sydney,ATM,6,0
53.67,Lagos,Desktop,15,0
122.93,Lagos,ATM,11,0
30.85,Moscow,ATM,3,1
120.39,Lagos,Mobile,15,0
38.17,Dubai,Desktop,23,0
110.54,Sydney,Mobile,20,0
101.12,New York,ATM,23,0
71.93,Tokyo,Desktop,11,0
159.81,London,Mobile,8,0
11.85,Mumbai,Mobile,1,0
20.67,Moscow,Tablet,16,1
49.55,Moscow,Mobile,10,0
13.63,Sydney,Desktop,15,0
42.63,Mumbai,ATM,7,0
44.16,New York,Mobile,4,0
281.65,Mumbai,Tablet,16,0
78.01,Lagos,Tablet,9,1
206.93,Singapore,Mobile,12,0
92.93,Mumbai,Mobile,23,0
36.99,Sydney,Mobile,6,0
77.25,Lagos,ATM,3,1
148.77,Moscow,Tablet,17,0
247.83,Sao Paulo,Desktop,13,0
57.65,Dubai,POS,9,0
10.89,Sao Paulo,Mobile,14,0
10.08,Sydney,Mobile,22,0
46.57,Sao Paulo,Mobile,4,0
5.1,Mumbai,POS,18,0
480.4,,Desktop,12,1
128.59,Mumbai,Tablet,19,0
33.14,New York,Mobile,22,0
19.68,Dubai,POS,3,0
206.63,Lagos,POS,2,1
19.59,Dubai,Desktop,0,0
21.76,Mumbai,Mobile,4,0
28.72,Mumbai,Tablet,8,0
75.6,Sydney,Mobile,6,0
132.01,Mumbai,Mobile,19,0
247.63,Sao Paulo,Tablet,18,0
,Mumbai,Desktop,8,0
66.74,London,POS,13,0
204.91,New York,Mobile,7,0
31.88,Mumbai,Mobile,12,0
9.0,Tokyo,Tablet,6,0
31.87,Dubai,Tablet,19,0
27.47,Moscow,Desktop,5,0
33.28,Sydney,Desktop,23,1
23.21,New York,Mobile,22,0
40.16,London,Desktop,4,0
131.9,Sydney,ATM,13,0
440.0,Lagos,Mobile,19,1
10.0,Moscow,Desktop,20,0
16.18,Singapore,Mobile,8,0
27.92,Tokyo,Mobile,13,0
154.83,Moscow,POS,3,0
53.23,Mumbai,Desktop,6,0
30.07,Moscow,Mobile,6,0
146.7,New York,Desktop,6,0
190.95,Mumbai,Mobile,9,0
65.32,Mumbai,Desktop,16,0
27.17,Sao Paulo,POS,21,0
89.78,Sao Paulo,Mobile,13,0
51.59,New York,Desktop,11,0
51.16,Sydney,Desktop,16,0
37.95,Tokyo,ATM,14,0
184.47,Dubai,Mobile,10,0
87.78,Mumbai,Desktop,0,0
208.36,Dubai,Mobile,13,0
290.02,Lagos,Mobile,1,1
110.48,Moscow,Mobile,14,0
38.2,Singapore,Tablet,22,0
209.42,London,Mobile,19,0
111.3,Moscow,ATM,20,0
1168.77,Sao Paulo,Desktop,11,1
93.8,Mumbai,POS,11,0
143.66,Moscow,Mobile,12,0
91.79,Lagos,Mobile,4,0
59.8,Lagos,POS,23,0
50.17,New York,Desktop,0,0
92.17,Singapore,Desktop,23,0
118.31,Singapore,POS,23,0
237.42,Tokyo,Tablet,22,1
93.67,Tokyo,POS,0,0
40.08,Tokyo,Mobile,22,0
46.55,Dubai,Tablet,5,0
15.56,Singapore,Tablet,6,0
414.61,Dubai,Tablet,16,0
36.77,Sao Paulo,Desktop,9,0
193.29,Moscow,POS,22,1
90.4,Moscow,POS,11,1
93.14,Dubai,Mobile,2,0
58.6,Moscow,Mobile,5,0
,Tokyo,Mobile,18,0
22.98,Moscow,Mobile,13,0
446.44,Dubai,Tablet,7,0
75.59,Tokyo,Desktop,5,0
229.93,Sydney,Mobile,16,0
305.94,Sao Paulo,ATM,6,0
42.44,Tokyo,ATM,2,0
106.26,Mumbai,Desktop,13,0
70.07,Dubai,Desktop,20,0
18.67,Mumbai,Mobile,7,0
54.38,Singapore,Desktop,16,0
127.26,Sao Paulo,Desktop,10,1
38.52,Moscow,Mobile,22,0
46.65,New York,POS,14,0
55.11,Sao Paulo,Desktop,12,0
680.4,London,Mobile,5,0
8.87,London,Tablet,21,0
115.79,Lagos,Desktop,1,0
50.47,Mumbai,Mobile,12,0
32.96,Sydney,Mobile,6,0
49.12,London,Mobile,12,0
138.95,London,Desktop,23,0
147.97,Sao Paulo,Desktop,2,0
81.83,Mumbai,Mobile,1,0
221.85,Sao Paulo,POS,19,1
269.27,Moscow,POS,16,1
163.7,London,Desktop,9,0
36.57,Lagos,POS,5,0
114.88,Lagos,Desktop,14,0
115.48,New York,Mobile,6,0
27.19,Sao Paulo,Desktop,15,0
11.87,Tokyo,Mobile,9,0
7.21,Sydney,Desktop,18,0
72.01,New York,ATM,15,0
92.56,London,Desktop,13,0
18.17,Tokyo,Mobile,2,0
210.74,Singapore,Mobile,14,0
78.84,Moscow,ATM,16,0
294.24,Singapore,Mobile,12,0
100.24,Mumbai,ATM,14,0
20.64,Moscow,Mobile,14,0
110.4,Mumbai,POS,5,0
139.37,London,Mobile,10,0
36.51,Lagos,Mobile,3,0
13.65,London,Mobile,18,0
74.46,London,Mobile,3,0
22.18,Sao Paulo,Mobile,19,0
228.83,Lagos,Mobile,15,0
42.61,Lagos,Desktop,12,0
444.55,London,Desktop,12,0
6.45,London,Mobile,3,0
77.34,Singapore,Tablet,15,0
321.29,Singapore,POS,8,0
25.04,Dubai,ATM,18,0
55.97,London,Desktop,20,0
42.81,Tokyo,Desktop,22,0
31.43,Singapore,ATM,22,0
87.28,Tokyo,ATM,18,0
16.04,Dubai,ATM,6,0
59.02,Dubai,Tablet,6,0
117.64,London,Tablet,22,0
52.64,Moscow,ATM,23,1
22.19,New York,Desktop,6,0
207.1,Sao Paulo,Mobile,15,0
148.9,Tokyo,ATM,22,0
21.21,Singapore,POS,20,0
16.06,Tokyo,Mobile,22,0
23.4,,Mobile,8,0
121.49,New York,ATM,12,0
90.3,Mumbai,Mobile,14,0
159.03,Moscow,Tablet,22,0
46.58,Sao Paulo,Mobile,23,0
24.11,New York,Mobile,13,0
183.23,Moscow,POS,20,0
36.28,Tokyo,ATM,9,0
81.88,,Desktop,14,0
12.12,Tokyo,Mobile,19,0
35.63,Lagos,Mobile,21,0
202.42,Moscow,Mobile,2,1
30.33,New York,ATM,1,0
163.36,Moscow,Desktop,5,0
5.13,Dubai,ATM,2,0
36.04,Singapore,ATM,5,0
55.23,Sao Paulo,Desktop,22,0
453.41,Mumbai,Mobile,14,0
18.43,New York,ATM,2,0
139.5,Dubai,Mobile,17,0
213.28,Sao Paulo,ATM,22,1
30.16,London,Desktop,20,0
44.22,Sydney,Mobile,20,0
77.93,,Desktop,21,0
13.07,Sydney,Desktop,18,0
40.42,Dubai,Tablet,21,0
271.44,London,Desktop,19,0
118.5,London,Mobile,16,0
56.12,Lagos,Desktop,4,0
75.52,Lagos,Desktop,21,0
126.34,Sao Paulo,ATM,2,0
155.97,Sao Paulo,ATM,6,0
36.16,Sao Paulo,Tablet,17,0
360.75,Lagos,ATM,17,0
283.72,New York,Desktop,21,0
140.47,Lagos,Mobile,1,0
26.38,Tokyo,Mobile,18,0
21.71,Tokyo,POS,3,0
46.56,Tokyo,Desktop,14,0
71.3,New York,ATM,5,0
9.53,Dubai,Desktop,13,0
114.91,Moscow,Mobile,2,0
274.85,Mumbai,Desktop,0,0
125.73,Dubai,Desktop,23,0
31.7,New York,Desktop,12,0
27.83,London,POS,11,0
92.74,New York,Tablet,9,0
56.34,Sydney,Desktop,21,0
108.56,Tokyo,Tablet,18,0
129.27,Dubai,Mobile,11,0
221.65,New York,POS,2,0
19.2,Singapore,Mobile,16,0
85.1,Dubai,Tablet,4,0
44.71,London,Desktop,7,0
59.83,Moscow,Mobile,15,0
172.58,Sydney,Tablet,22,0
194.5,Tokyo,Desktop,5,0
310.53,Tokyo,Tablet,0,0
106.5,,Desktop,10,0
59.09,New York,Mobile,16,0
50.49,Lagos,Mobile,15,0
9.89,Lagos,Tablet,22,0
291.11,London,Desktop,4,0
46.8,London,Desktop,18,0
116.34,Lagos,Mobile,18,0
140.74,Sao Paulo,Mobile,19,0
16.95,Mumbai,Tablet,21,0
24.15,Dubai,ATM,7,0
365.67,New York,Desktop,7,0
91.79,London,Desktop,10,0
35.21,Lagos,Desktop,8,0
58.03,Lagos,Tablet,3,0
220.27,Sao Paulo,POS,7,0
186.37,Sydney,Mobile,9,0
13.29,London,Tablet,18,0
402.51,Singapore,Mobile,0,0
193.01,Tokyo,Mobile,18,0
56.39,New York,Mobile,18,0
17.98,Tokyo,Mobile,3,0
212.6,Sydney,Mobile,22,0
112.63,New York,Mobile,17,0
13.42,London,Mobile,16,0
51.66,Moscow,Mobile,18,0
2077.23,Dubai,Mobile,19,1
,Sydney,Mobile,9,0
29.48,Lagos,POS,12,0
21.99,Moscow,Desktop,14,0
468.39,Mumbai,Mobile,4,0
169.45,Singapore,Desktop,1,0
313.62,London,Desktop,17,0
87.62,London,Mobile,5,0
264.92,London,Desktop,7,0
26.23,Tokyo,Mobile,2,0
79.75,New York,Desktop,11,0
91.45,Lagos,Tablet,13,0
305.12,Lagos,Desktop,21,0
94.7,New York,Mobile,11,0
33.51,Tokyo,Mobile,8,0
71.56,Lagos,ATM,19,0
10.55,London,Tablet,6,0
5.19,London,Tablet,0,0
166.41,,ATM,0,1
44.16,Moscow,Desktop,20,0
50.02,Dubai,Mobile,16,0
166.34,Dubai,Tablet,4,0
310.04,New York,Mobile,5,0
120.05,New York,Tablet,20,0
556.06,Lagos,Desktop,15,1
115.93,Singapore,Mobile,11,0
92.98,Mumbai,Mobile,8,0
86.87,Singapore,Desktop,9,0
16.22,Moscow,Desktop,18,0
190.87,Mumbai,Mobile,4,1
4.53,Singapore,Mobile,21,0
34.99,Mumbai,Desktop,5,0
68.39,Moscow,POS,5,0
27.97,New York,POS,9,0
40.57,Sydney,Tablet,19,0
504.37,Lagos,Desktop,0,1
224.62,Mumbai,Desktop,3,0
31.36,Sao Paulo,Mobile,9,0
39.78,Sydney,Mobile,3,0
16.37,New York,Mobile,9,0
144.82,Mumbai,ATM,10,0
50.67,London,Desktop,14,0
7.67,New York,Mobile,7,0
74.5,Sao Paulo,Desktop,12,0
108.08,London,Mobile,23,0
,Singapore,Desktop,11,0
61.52,Tokyo,Tablet,19,0
44.26,,POS,6,0
592.82,Moscow,Tablet,21,1
67.17,New York,ATM,13,0
147.16,Sydney,Mobile,3,0
36.84,New York,Tablet,21,0
142.44,Sao Paulo,ATM,17,0
13.45,Moscow,Mobile,8,0
40.11,Dubai,POS,14,0
17.65,Tokyo,ATM,22,0
34.28,Tokyo,Tablet,2,0
263.89,New York,Mobile,0,0
34.0,Sydney,Mobile,19,0
146.95,Mumbai,Tablet,6,1
353.89,Sao Paulo,ATM,20,1
64.69,Tokyo,Mobile,18,0
198.97,Lagos,Mobile,21,0
119.6,Tokyo,Mobile,18,0
75.8,Tokyo,Desktop,22,0
152.22,Lagos,POS,14,1
504.68,London,Desktop,2,0
33.08,Dubai,Desktop,5,0
23.22,Sydney,Tablet,21,0
21.76,Mumbai,Desktop,6,0
199.11,Sydney,Tablet,22,0
230.97,London,Mobile,20,0
36.94,Moscow,Mobile,16,0
6.36,Moscow,POS,3,0
31.75,,Desktop,4,0
121.83,Dubai,Mobile,17,0
61.97,London,Desktop,9,0
81.32,Singapore,Tablet,9,0
37.5,Sydney,Mobile,2,0
203.47,New York,Desktop,11,0
97.27,Tokyo,Mobile,0,0
127.12,Moscow,ATM,3,1
79.44,Sao Paulo,Desktop,22,0
118.72,Mumbai,POS,18,0
110.44,Sydney,POS,23,0
,Mumbai,POS,21,0
100.52,Lagos,Mobile,22,0
159.28,New York,Mobile,9,0
237.62,Tokyo,ATM,6,0
105.4,Sao Paulo,ATM,16,0
23.06,London,ATM,14,1
27.32,Moscow,ATM,10,0
41.32,London,Desktop,11,0
82.14,Dubai,Desktop,4,0
58.3,Lagos,POS,11,1
19.37,Sydney,Mobile,23,0
19.25,Singapore,POS,10,0
6.63,New York,POS,12,0
2.16,Dubai,Desktop,22,0
57.69,Sydney,Desktop,20,0
855.99,Sao Paulo,Tablet,18,0
481.28,New York,ATM,0,0
22.74,New York,Mobile,20,0
78.64,Sao Paulo,Mobile,1,0
13.32,Sao Paulo,Tablet,0,0
15.75,Lagos,POS,8,0
17.86,New York,Tablet,9,0
52.04,Mumbai,Desktop,2,0
54.56,Tokyo,Mobile,14,0
88.06,London,Desktop,22,0
138.32,Mumbai,ATM,15,0
46.04,Dubai,Desktop,23,0
69.4,Sao Paulo,Desktop,21,0
20.02,Tokyo,Desktop,19,0
15.2,Lagos,Desktop,4,0
12.82,Dubai,Desktop,15,0
136.21,Singapore,POS,2,1
45.98,New York,Desktop,18,0
8.51,Mumbai,Tablet,21,0
62.22,,Desktop,2,0
16.88,New York,ATM,12,0
414.23,Sao Paulo,Mobile,3,0
35.28,Singapore,Mobile,12,0
141.13,Lagos,Desktop,10,0
220.93,Mumbai,ATM,21,1
23.33,Lagos,Tablet,6,1
72.5,,Tablet,17,0
122.59,Moscow,Desktop,15,0
75.72,Sao Paulo,Mobile,17,0
99.21,Singapore,ATM,23,1
15.45,Mumbai,Desktop,4,0
122.66,Sao Paulo,Tablet,0,0
39.06,Mumbai,POS,14,0
97.94,London,Tablet,2,0
183.46,Singapore,Mobile,10,0
139.17,Sydney,Mobile,12,0
97.87,Dubai,Mobile,14,0
135.14,Mumbai,ATM,0,1
142.2,Lagos,POS,13,1
345.52,Singapore,Desktop,18,0
64.23,Moscow,ATM,0,1
79.87,Dubai,Mobile,9,0
185.91,Lagos,Mobile,8,0
38.88,Dubai,Mobile,8,0
15.35,Dubai,ATM,10,0
114.73,Dubai,Mobile,3,0
53.16,,Mobile,12,0
17.67,Sydney,Mobile,1,0
115.65,Mumbai,Desktop,2,1
321.9,,Desktop,12,0
11.1,Sao Paulo,Mobile,21,0
205.32,Lagos,POS,16,0
4.09,Singapore,ATM,8,0
42.93,Dubai,Mobile,8,0
505.0,Tokyo,ATM,11,0
46.47,London,POS,0,0
73.62,Lagos,ATM,15,1
154.34,Sao Paulo,Mobile,3,1
10.09,Moscow,POS,17,0
72.19,London,Desktop,8,0
71.57,Lagos,Mobile,9,0
517.26,London,POS,10,0
17.13,Sydney,Mobile,3,0
43.83,Singapore,POS,5,1
24.02,Dubai,Tablet,4,0
21.37,Tokyo,Desktop,20,0
230.48,Dubai,Mobile,3,0
68.67,London,ATM,3,0
36.19,Tokyo,Mobile,5,0
37.73,Moscow,POS,10,0
35.89,Moscow,Tablet,14,0
39.6,New York,Mobile,10,0
16.6,Dubai,Desktop,12,0
50.17,Dubai,ATM,12,0
44.92,Mumbai,ATM,4,0
28.97,Lagos,Mobile,0,0
79.09,Mumbai,Mobile,16,0
86.82,Dubai,Mobile,22,0
36.15,Tokyo,POS,1,0
56.91,Sao Paulo,Mobile,22,0
716.58,,Mobile,21,0
687.1,Mumbai,Desktop,18,0
20.92,New York,ATM,13,0
24.39,Singapore,Mobile,8,0
20.79,New York,POS,14,0
213.31,London,Mobile,0,1
43.02,Sydney,Tablet,6,0
86.8,Tokyo,Desktop,9,0
599.84,Lagos,ATM,12,1
65.92,Sao Paulo,Tablet,6,0
145.02,Dubai,Mobile,10,0
118.21,Moscow,Desktop,17,1
34.92,Sydney,Mobile,22,0
213.81,New York,Mobile,19,0
26.19,Singapore,ATM,1,0
291.16,London,Desktop,14,0
34.95,Sao Paulo,ATM,11,0
39.42,Tokyo,Mobile,12,0
20.14,Sao Paulo,ATM,18,1
24.13,Moscow,ATM,7,0
41.7,Dubai,Tablet,13,0
4.6,New York,Mobile,21,0
